,DOI,authorId,name,paperCount,citationCount,hIndex
0,10.1257/aer.89.1.1,15640623,R. Fogel,187.0,8464.0,42.0
1,10.1257/aer.89.1.22,145441877,P. Lane,286.0,21893.0,67.0
2,10.1257/aer.89.1.22,104420262,A. Tornell,117.0,8376.0,35.0
3,10.1257/aer.89.1.47,1404696409,Huw Lloyd-Ellis,37.0,1433.0,15.0
4,10.1257/aer.89.1.78,2609822,F. Caselli,102.0,9036.0,26.0
5,10.1257/aer.89.1.78,1901578,Gadi Barlevy,56.0,2582.0,20.0
6,10.1257/aer.89.1.78,2091933074,R. Barro,102.0,28028.0,42.0
7,10.1257/aer.89.1.78,48254282,E. Berman,118.0,10584.0,31.0
8,10.1257/aer.89.1.78,2114731134,Steve Davis,2.0,184.0,1.0
9,10.1257/aer.89.1.78,3090418,Sven E. Feldmann,19.0,612.0,8.0
10,10.1257/aer.89.1.78,2387509,Oded Galor,168.0,26109.0,57.0
11,10.1257/aer.89.1.78,3715338,Z. Griliches,197.0,59980.0,90.0
12,10.1257/aer.89.1.78,145014338,Larry Katz,9.0,528.0,5.0
13,10.1257/aer.89.1.78,11232259,P. Klenow,90.0,16423.0,41.0
14,10.1257/aer.89.1.78,3467819,David I. Laibson,211.0,36051.0,74.0
15,10.1257/aer.89.1.78,145115849,John Leahy,92.0,6302.0,30.0
16,10.1257/aer.89.1.103,1403607956,Ted O’Donoghue,58.0,17186.0,31.0
17,10.1257/aer.89.1.103,145884439,M. Rabin,131.0,35506.0,55.0
18,10.1257/aer.89.1.125,143947522,Yeon-Koo Che,160.0,8655.0,44.0
19,10.1257/aer.89.1.125,103685837,D. Hausch,42.0,1578.0,16.0
20,10.1257/aer.89.1.148,48082129,M. Lettau,81.0,11787.0,36.0
21,10.1257/aer.89.1.148,143980803,H. Uhlig,233.0,15719.0,50.0
22,10.1257/aer.89.1.190,48099037,G. Maggi,47.0,5182.0,25.0
23,10.1257/aer.89.1.215,81791183,K. Bagwell,149.0,11053.0,50.0
24,10.1257/aer.89.1.215,2152987,R. Staiger,161.0,8620.0,47.0
25,10.1257/aer.89.1.249,40963867,J. Galí,177.0,37207.0,59.0
26,10.1257/aer.89.1.272,49681731,C. M. Paul,82.0,2825.0,25.0
27,10.1257/aer.89.1.272,145261008,D. Siegel,282.0,41508.0,77.0
28,10.1257/aer.89.1.291,118966635,A. Corns,2.0,96.0,1.0
29,10.1257/aer.89.1.291,2910342,A. Schotter,193.0,8853.0,46.0
30,10.1257/aer.89.1.306,2211151,Colin Camerer,434.0,81145.0,117.0
31,10.1257/aer.89.1.306,2900489,D. Lovallo,69.0,8145.0,24.0
32,10.1257/aer.89.1.319,65815930,Samuel H. Dinkin,10.0,225.0,4.0
33,10.1257/aer.89.1.319,2418984,V. Smith,559.0,35681.0,89.0
34,10.1257/aer.89.1.325,1925439,J. Kagel,182.0,17024.0,59.0
35,10.1257/aer.89.1.325,1776397,Dan Levin,88.0,7488.0,38.0
36,10.1257/aer.89.1.335,3394925,I. Bohnet,130.0,6753.0,33.0
37,10.1257/aer.89.1.335,144572963,B. Frey,826.0,59169.0,112.0
38,10.1257/aer.89.1.340,144492697,E. Hoffman,99.0,6787.0,20.0
39,10.1257/aer.89.1.340,50110594,K. McCabe,139.0,17192.0,45.0
40,10.1257/aer.89.1.340,2418984,V. Smith,559.0,35681.0,89.0
41,10.1257/aer.89.2.1,108389069,Finis Welch,105.0,10996.0,39.0
42,10.1257/aer.89.2.18,95153491,D. Weinberg,71.0,2520.0,25.0
43,10.1257/aer.89.2.18,113277534,C. Nelson,22.0,222.0,6.0
44,10.1257/aer.89.2.18,50754857,M. Roemer,23.0,477.0,9.0
45,10.1257/aer.89.2.18,15980409,E. Welniak,17.0,573.0,8.0
46,10.1257/aer.89.2.23,4045709,R. Lerman,157.0,3909.0,30.0
47,10.1257/aer.89.2.29,67323208,J. Weicher,85.0,792.0,15.0
48,10.1257/aer.89.2.34,19939827,Katharine G. Abraham,114.0,5708.0,35.0
49,10.1257/aer.89.2.34,71558235,James R. Spletzer,70.0,3164.0,27.0
50,10.1257/aer.89.2.34,32079337,Jay Stewart,64.0,1802.0,20.0
51,10.1257/aer.89.2.40,35328292,F. Stafford,150.0,6514.0,40.0
52,10.1257/aer.89.2.45,1741095689,A. Krueger,82.0,25131.0,49.0
53,10.1257/aer.89.2.52,104703720,R. Coen,30.0,412.0,11.0
54,10.1257/aer.89.2.52,144089342,R. Eisner,129.0,2777.0,28.0
55,10.1257/aer.89.2.52,103928647,J. T. Marlin,27.0,153.0,7.0
56,10.1257/aer.89.2.52,2112537622,Suken N. Shah,1.0,24.0,1.0
57,10.1257/aer.89.2.58,5639593,R. Fair,218.0,8335.0,45.0
58,10.1257/aer.89.2.63,98628588,E. Phelps,358.0,20159.0,49.0
59,10.1257/aer.89.2.69,2094942263,Olivier J. Blanchard,52.0,11586.0,35.0
60,10.1257/aer.89.2.69,32277840,L. Katz,207.0,43022.0,84.0
61,10.1257/aer.89.2.75,4623141,J. Stiglitz,1230.0,154953.0,160.0
62,10.1257/aer.89.2.81,12366311,A. Lindbeck,221.0,12803.0,50.0
63,10.1257/aer.89.2.81,46248549,D. Snower,314.0,8547.0,45.0
64,10.1257/aer.89.2.94,13742202,J. Haltiwanger,326.0,34900.0,83.0
65,10.1257/aer.89.2.94,50187348,J. Lane,267.0,5396.0,35.0
66,10.1257/aer.89.2.94,71558235,James R. Spletzer,70.0,3164.0,27.0
67,10.1257/aer.89.2.99,97820441,Kimberly Bayard,11.0,741.0,6.0
68,10.1257/aer.89.2.99,66578052,Kenneth R. Troske,82.0,5183.0,30.0
69,10.1257/aer.89.2.104,13358834,T. Idson,42.0,2363.0,17.0
70,10.1257/aer.89.2.104,101228020,W. Oi,58.0,4862.0,18.0
71,10.1257/aer.89.2.109,3266152,D. Jorgenson,494.0,39519.0,95.0
72,10.1257/aer.89.2.109,67205496,K. Stiroh,133.0,12772.0,48.0
73,10.1257/aer.89.2.116,66292879,B. Hobijn,137.0,7123.0,35.0
74,10.1257/aer.89.2.116,49201073,Boyan Jovanovic,170.0,27535.0,51.0
75,10.1257/aer.89.2.123,48591649,R. Gordon,425.0,17625.0,71.0
76,10.1257/aer.89.2.129,3465180,X. Gabaix,136.0,20451.0,52.0
77,10.1257/aer.89.2.133,2441863,Chang-tai Hsieh,75.0,10323.0,33.0
78,10.1257/aer.89.2.139,31966177,C. Jones,89.0,28211.0,43.0
79,10.1257/aer.89.2.145,143628419,G. Becker,252.0,95787.0,70.0
80,10.1257/aer.89.2.145,3701289,E. Glaeser,386.0,61891.0,106.0
81,10.1257/aer.89.2.145,40449860,Kevin M. Murphy,134.0,28848.0,50.0
82,10.1257/aer.89.2.150,2387509,Oded Galor,168.0,26109.0,57.0
83,10.1257/aer.89.2.150,34815515,D. Weil,200.0,34326.0,56.0
84,10.1257/aer.89.2.155,1514969562,M. Kremer,104.0,11044.0,35.0
85,10.1257/aer.89.2.155,5599390,Daniel L. Chen,140.0,1937.0,20.0
86,10.1257/aer.89.2.161,6281501,L. Kotlikoff,338.0,17327.0,64.0
87,10.1257/aer.89.2.161,2080487674,Bernd Raffelhüschen,37.0,969.0,15.0
88,10.1257/aer.89.2.167,2080487674,Bernd Raffelhüschen,37.0,969.0,15.0
89,10.1257/aer.89.2.171,144765209,Noriyuki Takayama,102.0,809.0,13.0
90,10.1257/aer.89.2.171,104319873,Y. Kitamura,54.0,346.0,11.0
91,10.1257/aer.89.2.176,152203111,A. Auerbach,364.0,16810.0,64.0
92,10.1257/aer.89.2.176,5700930,Philip Oreopoulos,58.0,7294.0,29.0
93,10.1257/aer.89.2.181,5450199,B. Chiswick,311.0,17586.0,65.0
94,10.1257/aer.89.2.186,5125796,H. Duleep,90.0,1997.0,22.0
95,10.1257/aer.89.2.186,4002982,M. Regets,55.0,1401.0,14.0
96,10.1257/aer.89.2.192,50361413,P. Miller,357.0,12385.0,56.0
97,10.1257/aer.89.2.198,143630693,Michael Baker,68.0,6222.0,33.0
98,10.1257/aer.89.2.198,32055580,N. Fortin,53.0,8820.0,27.0
99,10.1257/aer.89.2.204,39420928,L. Goldberg,162.0,10291.0,44.0
100,10.1257/aer.89.2.204,49164803,Joseph S. Tracy,106.0,4803.0,37.0
101,10.1257/aer.89.2.204,1409471551,Stephanie Aaronson,2.0,195.0,2.0
102,10.1257/aer.89.2.211,12358554,Sewin Chan,43.0,1953.0,18.0
103,10.1257/aer.89.2.211,32301181,A. Stevens,75.0,4821.0,28.0
104,10.1257/aer.89.2.217,24681385,J. Antos,88.0,621.0,13.0
105,10.1257/aer.89.2.217,6793861,L. Bilheimer,30.0,1384.0,14.0
106,10.1257/aer.89.2.234,120445788,A. Case,110.0,18551.0,50.0
107,10.1257/aer.89.2.234,143624559,I. Lin,68.0,2640.0,24.0
108,10.1257/aer.89.2.234,2075714585,Sara McLanahan,47.0,5180.0,26.0
109,10.1257/aer.89.2.239,152875430,Christina Paxson,20.0,1807.0,15.0
110,10.1257/aer.89.2.239,3264149,Jane Waldfogel,147.0,14607.0,66.0
111,10.1257/aer.89.2.245,1709733,J. Currie,141.0,11207.0,49.0
112,10.1257/aer.89.2.245,26318300,Rosemary T. Hyson,9.0,642.0,4.0
113,10.1257/aer.89.2.251,34815515,D. Weil,200.0,34326.0,56.0
114,10.1257/aer.89.2.256,152787657,J. Bongaarts,168.0,24216.0,60.0
115,10.1257/aer.89.2.261,15530172,J. Klerman,191.0,4035.0,32.0
116,10.1257/aer.89.2.265,49715214,A. Valdés,104.0,1879.0,22.0
117,10.1257/aer.89.2.271,102132338,Z. Lerman,225.0,4243.0,36.0
118,10.1257/aer.89.2.276,49451341,Feng Wang,30.0,978.0,12.0
119,10.1257/aer.89.2.276,143620835,X. Zuo,12.0,505.0,3.0
120,10.1257/aer.89.2.281,4361757,Yaohui Zhao,117.0,6902.0,38.0
121,10.1257/aer.89.2.287,2362104,S. Rozelle,836.0,34036.0,94.0
122,10.1257/aer.89.2.287,2157389740,J. Taylor,351.0,18186.0,53.0
123,10.1257/aer.89.2.287,114873347,A. deBrauw,3.0,590.0,2.0
124,10.1257/aer.89.2.292,39381028,Dwayne Benjamin,52.0,4569.0,27.0
125,10.1257/aer.89.2.292,39802104,L. Brandt,153.0,9174.0,40.0
126,10.1257/aer.89.2.296,2108325548,A. Khan,121.0,3036.0,23.0
127,10.1257/aer.89.2.296,40452911,K. Griffin,193.0,4765.0,32.0
128,10.1257/aer.89.2.296,114581895,C. Riskin,73.0,2658.0,19.0
129,10.1257/aer.89.2.301,145724503,M. Ravallion,225.0,23028.0,71.0
130,10.1257/aer.89.2.301,118631429,Jyotsna Jalan,33.0,5230.0,21.0
131,10.1257/aer.89.2.306,2711986,D. Yang,65.0,4311.0,27.0
132,10.1257/aer.89.2.311,35947044,Glenn Ellison,85.0,19338.0,41.0
133,10.1257/aer.89.2.311,3701289,E. Glaeser,386.0,61891.0,106.0
134,10.1257/aer.89.2.317,2410911,T. Holmes,91.0,4755.0,32.0
135,10.1257/aer.89.2.321,38894764,D. Black,69.0,7032.0,14.0
136,10.1257/aer.89.2.321,143906722,V. Henderson,20.0,4562.0,10.0
137,10.1257/aer.89.2.328,69843529,C. Corrado,90.0,4486.0,25.0
138,10.1257/aer.89.2.328,118729054,Lawrence Slifman,9.0,177.0,4.0
139,10.1257/aer.89.2.333,46490892,Irving Shapiro,4.0,99.0,4.0
140,10.1257/aer.89.2.333,46850521,M. Shapiro,123.0,11214.0,44.0
141,10.1257/aer.89.2.333,46744967,David W. Wilcox,63.0,5548.0,25.0
142,10.1257/aer.89.2.338,30005916,R. Feenstra,305.0,33348.0,79.0
143,10.1257/aer.89.2.338,83377161,Weng Hai,27.0,603.0,7.0
144,10.1257/aer.89.2.338,23682310,W. Woo,215.0,6024.0,39.0
145,10.1257/aer.89.2.338,30998212,S. Yao,40.0,547.0,10.0
146,10.1257/aer.89.2.350,69565605,W. Walstad,181.0,4822.0,37.0
147,10.1257/aer.89.2.350,69977096,Sam Allgood,51.0,1492.0,18.0
148,10.1257/aer.89.2.355,46183943,Michael K. Salemi,65.0,1565.0,19.0
149,10.1257/aer.89.2.355,69854434,J. Siegfried,296.0,6908.0,41.0
150,10.1257/aer.89.2.362,69052332,G. Dymski,161.0,2198.0,26.0
151,10.1257/aer.89.2.362,104784078,L. Mohanty,8.0,238.0,5.0
152,10.1257/aer.89.2.367,118757533,Gwendolyn G. Flowers,2.0,4.0,1.0
153,10.1257/aer.89.2.372,2052390399,Christopher C. Henderson,8.0,62.0,4.0
154,10.1257/aer.89.2.377,3620943,N. Chiteji,30.0,746.0,11.0
155,10.1257/aer.89.2.377,35328292,F. Stafford,150.0,6514.0,40.0
156,10.1257/aer.89.2.381,31614979,R. Schubert,67.0,2271.0,17.0
157,10.1257/aer.89.2.381,2111170996,Martin Brown,8.0,946.0,5.0
158,10.1257/aer.89.2.381,117139325,M. Gysler,9.0,1101.0,8.0
159,10.1257/aer.89.2.381,1381840545,H. Brachinger,24.0,2365.0,10.0
160,10.1257/aer.89.2.386,2847772,Rachel T. A. Croson,128.0,16897.0,55.0
161,10.1257/aer.89.2.386,47369159,Nancy R Buchan,39.0,4157.0,16.0
162,10.1257/aer.89.2.392,2061290763,J. McDowell,33.0,2182.0,17.0
163,10.1257/aer.89.2.392,3954859,L. D. Singell,51.0,2067.0,26.0
164,10.1257/aer.89.2.392,3105845,James P. Ziliak,145.0,5549.0,39.0
165,10.1257/aer.89.2.397,6199248,D. Ginther,99.0,4382.0,26.0
166,10.1257/aer.89.2.397,145105490,K. Hayes,102.0,3244.0,26.0
167,10.1257/aer.89.2.403,30279444,K. Elliott,96.0,2767.0,21.0
168,10.1257/aer.89.2.403,83713794,G. Hufbauer,284.0,5999.0,35.0
169,10.1257/aer.89.2.409,2289918,J. Eaton,172.0,21435.0,55.0
170,10.1257/aer.89.2.409,118245965,Maxim Engers,26.0,1238.0,16.0
171,10.1257/aer.89.2.415,30944651,Philip I. Levy,39.0,1215.0,9.0
172,10.1257/aer.89.2.421,2387692,E. Maskin,245.0,28152.0,71.0
173,10.1257/aer.89.2.426,1679151,J. Lin,442.0,14273.0,50.0
174,10.1257/aer.89.2.426,36602106,G. Tan,83.0,1896.0,21.0
175,10.1257/aer.89.2.438,11637341,Haizhou Huang,53.0,1198.0,17.0
176,10.1257/aer.89.2.438,6799600,Chenggang Xu,106.0,4397.0,22.0
177,10.1257/aer.89.2.447,69854434,J. Siegfried,296.0,6908.0,41.0
178,10.1257/aer.89.2.449,69854434,J. Siegfried,296.0,6908.0,41.0
179,10.1257/aer.89.2.462,69854434,J. Siegfried,296.0,6908.0,41.0
180,10.1257/aer.89.2.465,98605320,C. E. Hinshaw,23.0,117.0,7.0
181,10.1257/aer.89.2.467,66678457,O. Ashenfelter,210.0,13234.0,57.0
182,10.1257/aer.89.2.476,144384307,J. Mcmillan,145.0,16696.0,47.0
183,10.1257/aer.89.2.479,1776897,A. Krueger,205.0,27095.0,61.0
184,10.1257/aer.89.2.484,98605320,C. E. Hinshaw,23.0,117.0,7.0
185,10.1257/aer.89.2.488,6639078,S. Collins,148.0,5829.0,24.0
186,10.1257/aer.89.2.492,33896403,R. Bartlett,56.0,854.0,14.0
187,10.1257/aer.89.3.349,2174010310,A. Sen,697.0,87074.0,118.0
188,10.1257/aer.89.3.379,3852924,J. Frankel,464.0,43636.0,97.0
189,10.1257/aer.89.3.379,36992019,D. Romer,117.0,35084.0,46.0
190,10.1257/aer.89.3.400,33844126,Steven T. Berry,86.0,16423.0,37.0
191,10.1257/aer.89.3.400,3672454,J. Levinsohn,86.0,12776.0,40.0
192,10.1257/aer.89.3.400,102088340,A. Pakes,130.0,28365.0,45.0
193,10.1257/aer.89.3.431,47347527,M. Yano,149.0,1518.0,23.0
194,10.1257/aer.89.3.431,5909634,J. Nugent,226.0,5050.0,33.0
195,10.1257/aer.89.3.450,118966420,E. Dinopoulos,91.0,3654.0,24.0
196,10.1257/aer.89.3.450,117323784,P. Segerstrom,38.0,3868.0,21.0
197,10.1257/aer.89.3.473,152238831,Carmen M. Reinhart,312.0,45254.0,79.0
198,10.1257/aer.89.3.473,6112368,G. Kaminsky,89.0,15170.0,33.0
199,10.1257/aer.89.3.501,46240304,G. Grossman,175.0,42187.0,69.0
200,10.1257/aer.89.3.501,98640692,E. Helpman,258.0,66220.0,83.0
201,10.1257/aer.89.3.525,66231216,B. Nalebuff,94.0,8796.0,35.0
202,10.1257/aer.89.3.525,2034170,R. Shachar,51.0,3055.0,23.0
203,10.1257/aer.89.3.564,46655037,C. Avery,62.0,5197.0,28.0
204,10.1257/aer.89.3.564,144741762,P. Resnick,153.0,24932.0,50.0
205,10.1257/aer.89.3.564,2698333,R. Zeckhauser,467.0,38173.0,78.0
206,10.1257/aer.89.3.585,143770449,G. Shaffer,274.0,7118.0,46.0
207,10.1257/aer.89.3.585,2041838,S. Salant,130.0,5756.0,31.0
208,10.1257/aer.89.3.605,2079827108,Brian J. Aitken,8.0,4711.0,6.0
209,10.1257/aer.89.3.605,40511795,A. Harrison,78.0,16617.0,37.0
210,10.1257/aer.89.3.619,98293413,John G. Fernald,89.0,8871.0,35.0
211,10.1257/aer.89.3.639,2106732772,James A. Bennett,12.0,755.0,5.0
212,10.1257/aer.89.3.639,16871611,L. Young,63.0,3652.0,19.0
213,10.1257/aer.89.3.649,34364925,R. G. Cummings,83.0,5572.0,28.0
214,10.1257/aer.89.3.649,40538162,Laura O. Taylor,50.0,4308.0,27.0
215,10.1257/aer.89.3.666,152545080,A. Levinson,56.0,5067.0,28.0
216,10.1257/aer.89.3.678,145984695,C. M. Capra,45.0,1759.0,20.0
217,10.1257/aer.89.3.678,2340685,J. Goeree,180.0,8052.0,46.0
218,10.1257/aer.89.3.678,31041671,Rosario Gomez,10.0,457.0,7.0
219,10.1257/aer.89.3.678,1823975,C. Holt,234.0,17805.0,58.0
220,10.1257/aer.89.3.691,2349448,Michael R. Baye,118.0,7107.0,33.0
221,10.1257/aer.89.3.691,119842338,On-Myung Shin,7.0,13.0,1.0
222,10.1257/aer.89.3.694,36018540,A. Dixit,250.0,46627.0,73.0
223,10.1257/aer.89.4.703,32243485,Gordon B. Dahl,60.0,3904.0,22.0
224,10.1257/aer.89.4.703,4818379,M. Ransom,60.0,5556.0,25.0
225,10.1257/aer.89.4.728,11221068,W. Evans,142.0,12342.0,49.0
226,10.1257/aer.89.4.728,4484760,M. Farrelly,162.0,8231.0,48.0
227,10.1257/aer.89.4.728,107948683,Edward B. Montgomery,46.0,988.0,16.0
228,10.1257/aer.89.4.748,2418685,A. Roth,333.0,41287.0,92.0
229,10.1257/aer.89.4.748,15429119,E. Peranson,8.0,1072.0,6.0
230,10.1257/aer.89.4.781,30602500,D. Cooper,191.0,12489.0,55.0
231,10.1257/aer.89.4.781,1925439,J. Kagel,182.0,17024.0,59.0
232,10.1257/aer.89.4.781,47115111,Wei Lo,32.0,458.0,8.0
233,10.1257/aer.89.4.781,47384642,Qingyang Gu,17.0,276.0,5.0
234,10.1257/aer.89.4.805,93362972,Catherine Wolfram,103.0,6234.0,37.0
235,10.1257/aer.89.4.847,145443936,J. Duffy,66.0,3692.0,30.0
236,10.1257/aer.89.4.847,12513194,J. Ochs,37.0,1652.0,13.0
237,10.1257/aer.89.4.878,49778191,L. Danziger,79.0,1248.0,18.0
238,10.1257/aer.89.4.902,2136976,Marianne Baxter,52.0,10175.0,26.0
239,10.1257/aer.89.4.902,50883145,Urban J. Jermann,48.0,5248.0,20.0
240,10.1257/aer.89.4.921,145856256,Russell Cooper,174.0,11454.0,44.0
241,10.1257/aer.89.4.921,13742202,J. Haltiwanger,326.0,34900.0,83.0
242,10.1257/aer.89.4.921,143994824,Laura Power,9.0,847.0,6.0
243,10.1257/aer.89.4.947,66332045,Nicholas S. Souleles,38.0,5921.0,20.0
244,10.1257/aer.89.4.959,35555083,J. Parker,97.0,7567.0,28.0
245,10.1257/aer.89.4.974,2115725288,Y. Wang,8.0,121.0,3.0
246,10.1257/aer.89.4.982,41214416,A. Ades,14.0,3238.0,8.0
247,10.1257/aer.89.4.982,33686138,Rafael M. Di Tella,134.0,9353.0,18.0
248,10.1257/aer.89.4.994,4225170,Robert Stavins,292.0,25178.0,72.0
249,10.1257/aer.89.4.1010,3206953,W. Viscusi,527.0,26826.0,83.0
250,10.1257/aer.89.4.1010,35901932,J. Hamilton,113.0,4636.0,23.0
251,10.1257/aer.89.4.1028,67110691,A. Atkeson,106.0,8652.0,41.0
252,10.1257/aer.89.4.1028,145350553,P. Kehoe,200.0,20220.0,62.0
253,10.1257/aer.89.4.1044,1853640,J. Quiggin,666.0,15371.0,58.0
254,10.1257/aer.89.4.1044,47441619,J. Horowitz,76.0,3432.0,26.0
255,10.1257/aer.89.4.1046,118039830,R. Mendelsohn,336.0,22714.0,78.0
256,10.1257/aer.89.4.1046,69862380,W. Nordhaus,297.0,40560.0,87.0
257,10.1257/aer.89.4.1046,2149673058,D. Shaw,66.0,4756.0,22.0
258,10.1257/aer.89.4.1049,4336283,R. Darwin,36.0,1734.0,11.0
259,10.1257/aer.89.4.1056,144366155,Xiang Lin,105.0,795.0,15.0
260,10.1257/aer.89.5.1063,1403673867,David Lucking-Reiley,12.0,2144.0,10.0
261,10.1257/aer.89.5.1081,3083472,J. Milyo,85.0,4159.0,24.0
262,10.1257/aer.89.5.1081,17428637,J. Waldfogel,178.0,6818.0,43.0
263,10.1257/aer.89.5.1097,12850634,I. Hendel,48.0,3457.0,24.0
264,10.1257/aer.89.5.1097,2046436,A. Lizzeri,53.0,4766.0,25.0
265,10.1257/aer.89.5.1116,40686432,Devashish Mitra,144.0,4470.0,28.0
266,10.1257/aer.89.5.1135,46223052,P. Goldberg,63.0,12957.0,37.0
267,10.1257/aer.89.5.1135,48099037,G. Maggi,47.0,5182.0,25.0
268,10.1257/aer.89.5.1156,2610868,Per Krusell,152.0,14505.0,47.0
269,10.1257/aer.89.5.1156,1391253208,José-Víctor Ríos-Rull,104.0,9047.0,42.0
270,10.1257/aer.89.5.1182,34713651,R. Myerson,160.0,29668.0,51.0
271,10.1257/aer.89.5.1182,3256600,D. Diermeier,191.0,6323.0,38.0
272,10.1257/aer.89.5.1216,46240700,Stephen L. Parente,39.0,4342.0,19.0
273,10.1257/aer.89.5.1216,3011435,E. Prescott,228.0,53289.0,71.0
274,10.1257/aer.89.5.1234,145111571,S. Davis,340.0,41416.0,89.0
275,10.1257/aer.89.5.1234,13742202,J. Haltiwanger,326.0,34900.0,83.0
276,10.1257/aer.89.5.1259,2660799,D. Acemoglu,461.0,87503.0,115.0
277,10.1257/aer.89.5.1299,2144736,O. Mitchell,526.0,27078.0,73.0
278,10.1257/aer.89.5.1299,4404221,J. Poterba,351.0,34859.0,90.0
279,10.1257/aer.89.5.1299,32274408,M. Warshawsky,107.0,2894.0,20.0
280,10.1257/aer.89.5.1319,50203470,J. Berk,65.0,5628.0,23.0
281,10.1257/aer.89.5.1327,114109203,Stephen Coate,78.0,14313.0,33.0
282,10.1257/aer.89.5.1327,48218339,S. Morris,225.0,16606.0,55.0
283,10.1257/aer.89.5.1358,152317588,W. Dow,183.0,3752.0,30.0
284,10.1257/aer.89.5.1358,152518373,T. Philipson,79.0,3975.0,25.0
285,10.1257/aer.89.5.1358,1402173092,X. Sala-i-Martin,105.0,29833.0,55.0
286,10.1257/aer.89.5.1372,4284973,Lucy F. Ackert,121.0,2405.0,26.0
287,10.1257/aer.89.5.1372,29704919,W. C. Hunter,98.0,4339.0,28.0
288,10.1257/aer.89.5.1377,119433934,Ben D. Peletier,3.0,57.0,3.0
289,10.1257/aer.89.5.1377,145308994,Robert Dur,98.0,3607.0,29.0
290,10.1257/aer.89.5.1377,1810245,O. Swank,114.0,1913.0,18.0
291,10.1257/aer.89.5.1382,119138863,K. Swinnerton,19.0,645.0,11.0
292,10.1257/aer.89.5.1382,51356828,C. A. Rogers,25.0,2013.0,13.0
293,10.1257/aer.89.5.1386,1743389,K. Basu,478.0,12939.0,55.0
294,10.1257/aer.89.5.1386,118926730,Pham Hoang Van,12.0,266.0,5.0
295,10.1257/aer.90.1.1,116086791,D. Johnson,274.0,2966.0,26.0
296,10.1257/aer.90.1.15,49201073,Boyan Jovanovic,170.0,27535.0,51.0
297,10.1257/aer.90.1.15,119309210,Dmitriy Stolyarov,33.0,539.0,10.0
298,10.1257/aer.90.1.30,144160520,J. Peek,109.0,6846.0,34.0
299,10.1257/aer.90.1.30,79966686,Eric S. Rosengren,275.0,9447.0,36.0
300,10.1257/aer.90.1.46,2499951,G. Mailath,144.0,9369.0,38.0
301,10.1257/aer.90.1.46,2108084,L. Samuelson,272.0,17546.0,57.0
302,10.1257/aer.90.1.46,48719295,A. Shaked,56.0,5800.0,23.0
303,10.1257/aer.90.1.73,118634351,D. Wildasin,144.0,6604.0,39.0
304,10.1257/aer.90.1.96,2165280,R. Bénabou,97.0,21569.0,46.0
305,10.1257/aer.90.1.130,66789582,T. Nechyba,45.0,2062.0,19.0
306,10.1257/aer.90.1.166,3073122,Gary E. Bolton,100.0,12378.0,35.0
307,10.1257/aer.90.1.166,2438735,Axel Ockenfels,172.0,14143.0,46.0
308,10.1257/aer.90.1.194,2660799,D. Acemoglu,461.0,87503.0,115.0
309,10.1257/aer.90.1.194,3293518,T. Verdier,251.0,16453.0,55.0
310,10.1257/aer.90.1.212,2068867537,Michael Kremer,62.0,692.0,14.0
311,10.1257/aer.90.1.212,118479069,Charles Morcom,3.0,114.0,2.0
312,10.1257/aer.90.1.240,2113576517,Yoshihiro Yoshida,1.0,183.0,1.0
313,10.1257/aer.90.1.265,46477997,Lisa J. Cameron,14.0,106.0,4.0
314,10.1257/aer.90.1.282,2777168,R. Klump,69.0,1921.0,16.0
315,10.1257/aer.90.1.282,103346102,O. D. L. Grandville,57.0,825.0,10.0
316,10.1257/aer.90.1.292,48584040,E. Cannon,62.0,713.0,16.0
317,10.1257/aer.90.1.296,11384921,I. Segal,84.0,7249.0,32.0
318,10.1257/aer.90.1.296,4675452,M. Whinston,85.0,17708.0,40.0
319,10.1257/aer.90.1.310,2633774,E. Rasmusen,186.0,5785.0,30.0
320,10.1257/aer.90.1.310,145342665,J. Ramseyer,236.0,4219.0,33.0
321,10.1257/aer.90.1.310,98586655,J. Wiley,13.0,161.0,4.0
322,10.1257/aer.90.1.312,21611888,C. Kool,121.0,2455.0,23.0
323,10.1257/aer.90.1.312,119491743,A. Lammertsma,6.0,246.0,4.0
324,10.1257/aer.90.1.316,47955200,Frank Heinemann,53.0,2910.0,20.0
325,10.1257/aer.90.1.319,2132381,Bradley J. Ruffle,66.0,2368.0,22.0
326,10.1257/aer.90.1.319,4072839,O. Tykocinski,25.0,1315.0,16.0
327,10.1257/aer.90.1.325,5187800,S. Solnick,36.0,3118.0,23.0
328,10.1257/aer.90.1.325,82369128,D. Hemenway,331.0,12902.0,66.0
329,10.1257/aer.90.2.1,4349355,L. Summers,297.0,56708.0,101.0
330,10.1257/aer.90.2.17,39536819,Myron S. Scholes,57.0,42592.0,29.0
331,10.1257/aer.90.2.32,1956185,B. LeBaron,95.0,13621.0,37.0
332,10.1257/aer.90.2.32,144173400,Rachel McCulloch,67.0,737.0,17.0
333,10.1257/aer.90.2.38,47886151,A. Krueger,397.0,22880.0,59.0
334,10.1257/aer.90.2.43,116075706,R. Aliber,203.0,1717.0,23.0
335,10.1257/aer.90.2.48,1967642,P. Desai,119.0,1266.0,18.0
336,10.1257/aer.90.2.53,4781656,D. Nuti,91.0,1055.0,18.0
337,10.1257/aer.90.2.59,145647493,G. Calvo,240.0,33704.0,70.0
338,10.1257/aer.90.2.59,144841857,E. Mendoza,186.0,17338.0,52.0
